Kingdom	Phylum	Order	Family	Class	Genus	V7
ASV11271	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV11272	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV11273	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11274	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
ASV11275	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	NA	NA
ASV11276	Bacteria	Lentisphaerae	Victivallales	Arctic95B-14	Lentisphaeria	NA	NA
ASV11277	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
ASV11278	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV11279	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
ASV11280	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
ASV11281	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
ASV11282	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
ASV11283	Bacteria	Chloroflexi	Anaerolineales	Anaerolineaceae	Anaerolineae	NA	NA
ASV11284	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV11285	Bacteria	Proteobacteria	Piscirickettsiales	Piscirickettsiaceae	Gammaproteobacteria	Candidatus_Endoecteinascidia	NA
ASV11286	Bacteria	Bacteroidetes	Sphingobacteriales	Lentimicrobiaceae	Bacteroidia	NA	NA
ASV11287	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
ASV11288	Bacteria	Lentisphaerae	Victivallales	Arctic95B-14	Lentisphaeria	NA	NA
ASV11289	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
ASV11290	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
ASV11291	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11292	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	NA	NA
ASV11293	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfococcus	NA
ASV11294	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Marinobacterium	NA
ASV11295	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	NA	NA
ASV11296	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
ASV11297	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11298	Bacteria	Planctomycetes	MSBL9	L21-RPul-D3	Phycisphaerae	NA	NA
ASV11299	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
ASV11300	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	NA	NA
ASV11301	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
ASV11302	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV11303	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11304	Bacteria	Proteobacteria	Myxococcales	P3OB-42	Deltaproteobacteria	NA	NA
ASV11305	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfobacterium	NA
ASV11306	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aureisphaera	NA
ASV11307	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
ASV11308	Bacteria	Proteobacteria	Desulfarculales	Desulfarculaceae	Deltaproteobacteria	Dethiosulfatarculus	NA
ASV11309	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV11310	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	NA	NA
ASV11311	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11312	Bacteria	Firmicutes	Bacillales	Planococcaceae	Bacilli	Planomicrobium	NA
ASV11313	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11314	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV11315	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NS10_marine_group	NA
ASV11316	Bacteria	Planctomycetes	MSBL9	SM23-30	Phycisphaerae	NA	NA
ASV11317	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11318	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_3	NA
ASV11319	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Psychrobium	NA
ASV11320	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
ASV11321	Bacteria	Proteobacteria	Parvibaculales	OCS116_clade	Alphaproteobacteria	NA	NA
ASV11322	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	NA	NA
ASV11323	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11324	Bacteria	Proteobacteria	Thalassobaculales	Nisaeaceae	Alphaproteobacteria	OM75_clade	NA
ASV11325	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
ASV11326	Bacteria	Bacteroidetes	Flavobacteriales	Weeksellaceae	Bacteroidia	NA	NA
ASV11327	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
ASV11328	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavobacterium	NA
ASV11329	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	psychrerythraea
ASV11330	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV11331	Bacteria	Planctomycetes	Brocadiales	Scalinduaceae	Brocadiae	Candidatus_Scalindua	NA
ASV11332	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	AqS1	NA
ASV11333	Bacteria	Proteobacteria	Oceanospirillales	P13-46	Gammaproteobacteria	NA	NA
ASV11334	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	OM60(NOR5)_clade	NA
ASV11335	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Parablastomonas	NA
ASV11336	Bacteria	Tenericutes	Mycoplasmatales	Mycoplasmataceae	Mollicutes	Mycoplasma	NA
ASV11337	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV11338	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Verruc-01	NA
ASV11339	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV11340	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfobacterium	NA
ASV11341	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV11342	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV11343	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_23	NA
ASV11344	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV11345	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
ASV11346	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11347	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
ASV11348	Bacteria	Dependentiae	Babeliales	Babeliaceae	Babeliae	NA	NA
ASV11349	Bacteria	Proteobacteria	Beggiatoales	Beggiatoaceae	Gammaproteobacteria	Thiomargarita	NA
ASV11350	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV11351	Bacteria	Proteobacteria	Rickettsiales	SM2D12	Alphaproteobacteria	NA	NA
ASV11352	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
ASV11353	Bacteria	Acidobacteria	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculia	Subgroup_10	NA
ASV11354	Bacteria	Chloroflexi	Anaerolineales	Anaerolineaceae	Anaerolineae	NA	NA
ASV11355	Bacteria	Proteobacteria	Myxococcales	Haliangiaceae	Deltaproteobacteria	Haliangium	NA
ASV11356	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	SEEP-SRB1	NA
ASV11357	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
ASV11358	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV11359	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
ASV11360	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfoconvexum	NA
ASV11361	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Perspicuibacter	NA
ASV11362	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11363	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	NA	NA
ASV11364	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV11365	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Lentimonas	NA
ASV11366	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV11367	Bacteria	Nitrospinae	Nitrospinales	Nitrospinaceae	Nitrospinia	LS-NOB	NA
ASV11368	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Salinirepens	NA
ASV11369	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV11370	Bacteria	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadetes	NA	NA
ASV11371	Bacteria	Omnitrophicaeota	Omnitrophales	Omnitrophaceae	Omnitrophia	Candidatus_Omnitrophus	NA
ASV11372	Bacteria	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiae	NA	NA
ASV11373	Bacteria	Chlamydiae	Chlamydiales	Parachlamydiaceae	Chlamydiae	Candidatus_Protochlamydia	NA
ASV11374	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV11375	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV11376	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11377	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
ASV11378	Bacteria	Proteobacteria	Paracaedibacterales	Paracaedibacteraceae	Alphaproteobacteria	Candidatus_Captivus	NA
ASV11379	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV11380	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfoconvexum	NA
ASV11381	Bacteria	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacteria	NA	NA
ASV11382	Bacteria	Nitrospinae	Nitrospinales	Nitrospinaceae	Nitrospinia	LS-NOB	NA
ASV11383	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV11384	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11385	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
ASV11386	Bacteria	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetia	Spirochaeta_2	NA
ASV11387	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
ASV11388	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Cerasicoccus	NA
ASV11389	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
ASV11390	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
ASV11391	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV11392	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Pir4_lineage	NA
ASV11393	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
ASV11394	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11395	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11396	Bacteria	Proteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Gammaproteobacteria	IS-44	NA
ASV11397	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV11398	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11399	Bacteria	Planctomycetes	MSBL9	4572-13	Phycisphaerae	NA	NA
ASV11400	Bacteria	Proteobacteria	Kordiimonadales	Temperatibacteraceae	Alphaproteobacteria	Temperatibacter	NA
ASV11401	Bacteria	Proteobacteria	Steroidobacterales	Woeseiaceae	Gammaproteobacteria	Woeseia	NA
ASV11402	Bacteria	Proteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria	Kordiimonas	NA
ASV11403	Bacteria	Bacteroidetes	Rhodothermales	Rhodothermaceae	Rhodothermia	NA	NA
ASV11404	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV11405	Bacteria	Bacteroidetes	Sphingobacteriales	S15-21	Bacteroidia	NA	NA
ASV11406	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV11407	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11408	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV11409	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11410	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV11411	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	NA	NA
ASV11412	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
ASV11413	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV11414	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	NA	NA
ASV11415	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
ASV11416	Bacteria	Proteobacteria	Syntrophobacterales	Syntrophobacteraceae	Deltaproteobacteria	Syntrophobacter	NA
ASV11417	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
ASV11418	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
ASV11419	Bacteria	Verrucomicrobia	Opitutales	Opitutaceae	Verrucomicrobiae	NA	NA
ASV11420	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Arcticiflavibacter	NA
ASV11421	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
ASV11422	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV11423	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV11424	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV11425	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
ASV11426	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
ASV11427	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
ASV11428	Bacteria	Lentisphaerae	Victivallales	Arctic95B-14	Lentisphaeria	NA	NA
ASV11429	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pibocella	NA
ASV11430	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
ASV11431	Bacteria	Lentisphaerae	Victivallales	Arctic95B-14	Lentisphaeria	NA	NA
ASV11432	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	NA	NA
ASV11433	Bacteria	Dependentiae	Babeliales	UBA12411	Babeliae	NA	NA
ASV11434	Bacteria	Bacteroidetes	Cytophagales	Microscillaceae	Bacteroidia	Microscilla	NA
ASV11435	Bacteria	Bacteroidetes	Bacteroidales	Marinilabiliaceae	Bacteroidia	NA	NA
ASV11436	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Candidatus_Berkiella	NA
ASV11437	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV11438	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
ASV11439	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV11440	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV11441	Bacteria	Planctomycetes	Planctomycetales	Gimesiaceae	Planctomycetacia	NA	NA
ASV11442	Bacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacteriia	Propionigenium	NA
ASV11443	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11444	Bacteria	Omnitrophicaeota	Omnitrophales	Omnitrophaceae	Omnitrophia	Candidatus_Omnitrophus	NA
ASV11445	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
ASV11446	Bacteria	Proteobacteria	Chromatiales	Sedimenticolaceae	Gammaproteobacteria	Sedimenticola	NA
ASV11447	Bacteria	Proteobacteria	Desulfarculales	Desulfarculaceae	Deltaproteobacteria	NA	NA
ASV11448	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	NA	NA
ASV11449	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
ASV11450	Bacteria	Firmicutes	Clostridiales	Family_XII	Clostridia	Fusibacter	NA
ASV11451	Bacteria	Chloroflexi	Anaerolineales	Anaerolineaceae	Anaerolineae	NA	NA
ASV11452	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Alphaproteobacteria	Bauldia	NA
ASV11453	Bacteria	Proteobacteria	Coxiellales	Coxiellaceae	Gammaproteobacteria	Coxiella	NA
ASV11454	Bacteria	Calditrichaeota	Calditrichales	Calditrichaceae	Calditrichia	Caldithrix	NA
ASV11455	Bacteria	Calditrichaeota	Calditrichales	Calditrichaceae	Calditrichia	NA	NA
ASV11456	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
ASV11457	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV11458	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
ASV11459	Bacteria	Chlamydiae	Chlamydiales	cvE6	Chlamydiae	NA	NA
ASV11460	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
ASV11461	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
ASV11462	Bacteria	Bacteroidetes	Bacteroidales	Prolixibacteraceae	Bacteroidia	Draconibacterium	NA
ASV11463	Bacteria	Calditrichaeota	Calditrichales	Calditrichaceae	Calditrichia	NA	NA
ASV11464	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV11465	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV11466	Bacteria	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacteria	NA	NA
ASV11467	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11468	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	NA	NA
ASV11469	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV11470	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
ASV11471	Bacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Actinobacteria	Corynebacterium_1	NA
ASV11472	Bacteria	Proteobacteria	Cardiobacteriales	Cardiobacteriaceae	Gammaproteobacteria	NA	NA
ASV11473	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
ASV11474	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV11475	Bacteria	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomycetacia	SH-PL14	NA
ASV11476	Bacteria	Proteobacteria	Caulobacterales	Caulobacteraceae	Alphaproteobacteria	Caulobacter	fusiformis
ASV11477	Bacteria	Bacteroidetes	Sphingobacteriales	Lentimicrobiaceae	Bacteroidia	NA	NA
ASV11478	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
ASV11479	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetovibrio	NA
ASV11480	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	FS142-36B-02	NA
ASV11481	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	NA	NA
ASV11482	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV11483	Bacteria	Modulibacteria	Moduliflexales	Moduliflexaceae	Moduliflexia	NA	NA
ASV11484	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	NA	NA
ASV11485	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV11486	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	Thiogranum	NA
ASV11487	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	NA	NA
ASV11488	Bacteria	Lentisphaerae	Lentisphaerales	Lentisphaeraceae	Lentisphaeria	Lentisphaera	NA
ASV11489	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Acidovorax	NA
ASV11490	Bacteria	Bacteroidetes	Bacteroidales	Marinifilaceae	Bacteroidia	NA	NA
ASV11491	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Rubritalea	NA
ASV11492	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV11493	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	Marinagarivorans	NA
ASV11494	Bacteria	Proteobacteria	Desulfobacterales	Desulfobulbaceae	Deltaproteobacteria	Desulfotalea	NA
ASV11495	Bacteria	Tenericutes	Mycoplasmatales	Mycoplasmataceae	Mollicutes	Mycoplasma	NA
ASV11496	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV11497	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	MSBL3	NA
ASV11498	Bacteria	Bacteroidetes	Sphingobacteriales	Lentimicrobiaceae	Bacteroidia	NA	NA
ASV11499	Bacteria	Proteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria	Lamprocystis	NA
ASV11500	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV11501	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavobacterium	frigidarium
ASV11502	Bacteria	Firmicutes	Selenomonadales	Veillonellaceae	Negativicutes	Veillonella	NA
ASV11503	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV11504	Bacteria	Bacteroidetes	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidia	NA	NA
ASV11505	Bacteria	Tenericutes	Izimaplasmatales	Izimaplasmataceae	Mollicutes	Izimaplasma	NA
ASV11506	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV11507	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Rubidimonas	NA
ASV11508	Bacteria	Bacteroidetes	Flavobacteriales	Weeksellaceae	Bacteroidia	NA	NA
ASV11509	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavobacterium	NA
ASV11510	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
