ASVs	Kingdom	Phylum	Order	Family	Class	Genus	V7
227	ASV227	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
228	ASV228	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
229	ASV229	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maritimimonas	NA
230	ASV230	Bacteria	Proteobacteria	Rhodospirillales	AEGEAN-169_marine_group	Alphaproteobacteria	NA	NA
231	ASV231	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_2	NA
232	ASV232	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
233	ASV233	Bacteria	Proteobacteria	Oceanospirillales	Oleiphilaceae	Gammaproteobacteria	Oleiphilus	NA
234	ASV234	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
235	ASV235	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Dokdonia	NA
236	ASV236	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	Ilumatobacter	NA
237	ASV237	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Enhydrobacter	aerosaccus
238	ASV238	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
239	ASV239	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
240	ASV240	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	psychrerythraea
241	ASV241	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
242	ASV242	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
243	ASV243	Bacteria	Proteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria	Candidatus_Thiobios	NA
244	ASV244	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
245	ASV245	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
246	ASV246	Bacteria	Proteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria	Shewanella	NA
247	ASV247	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
248	ASV248	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
249	ASV249	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
250	ASV250	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Formosa	NA
251	ASV251	Bacteria	Proteobacteria	Oceanospirillales	P13-46	Gammaproteobacteria	NA	NA
252	ASV252	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
253	ASV253	Bacteria	Proteobacteria	Rickettsiales	Midichloriaceae	Alphaproteobacteria	MD3-55	NA
254	ASV254	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	Methylotenera	NA
255	ASV255	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
256	ASV256	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NS10_marine_group	NA
257	ASV257	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
258	ASV258	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
259	ASV259	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_2	NA
260	ASV260	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
261	ASV261	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
262	ASV262	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
263	ASV263	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
264	ASV264	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
265	ASV265	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
266	ASV266	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
267	ASV267	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	Kiloniella	NA
268	ASV268	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Tenacibaculum	NA
269	ASV269	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
270	ASV270	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
271	ASV271	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
272	ASV272	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
273	ASV273	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
274	ASV274	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Marinoscillum	NA
275	ASV275	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutibacter	NA
276	ASV276	Bacteria	Proteobacteria	SAR11_clade	Clade_I	Alphaproteobacteria	Clade_Ia	NA
277	ASV277	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
278	ASV278	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
279	ASV279	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
280	ASV280	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
281	ASV281	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
282	ASV282	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	Aestuariispira	NA
283	ASV283	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
284	ASV284	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Perspicuibacter	NA
285	ASV285	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
286	ASV286	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
287	ASV287	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
288	ASV288	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavirhabdus	NA
289	ASV289	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
290	ASV290	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
291	ASV291	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
292	ASV292	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
293	ASV293	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
294	ASV294	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
295	ASV295	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
296	ASV296	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
297	ASV297	Bacteria	Proteobacteria	Alteromonadales	Moritellaceae	Gammaproteobacteria	Moritella	NA
298	ASV298	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
299	ASV299	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
300	ASV300	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS4_marine_group	NA
301	ASV301	Bacteria	Proteobacteria	Oceanospirillales	P13-46	Gammaproteobacteria	NA	NA
302	ASV302	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingorhabdus	NA
303	ASV303	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	NA	NA
304	ASV304	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
305	ASV305	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	NA	NA
306	ASV306	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
307	ASV307	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
308	ASV308	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pibocella	NA
309	ASV309	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
310	ASV310	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
311	ASV311	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
312	ASV312	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
313	ASV313	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
314	ASV314	Bacteria	Proteobacteria	Methylococcales	Cycloclasticaceae	Gammaproteobacteria	Cycloclasticus	NA
315	ASV315	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
316	ASV316	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
317	ASV317	Bacteria	Bacteroidetes	Sphingobacteriales	NS11-12_marine_group	Bacteroidia	NA	NA
318	ASV318	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
319	ASV319	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
320	ASV320	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
321	ASV321	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
322	ASV322	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
323	ASV323	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
324	ASV324	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
325	ASV325	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
326	ASV326	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
327	ASV327	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
328	ASV328	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
329	ASV329	Bacteria	Proteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria	Sneathiella	NA
330	ASV330	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
331	ASV331	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
332	ASV332	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
333	ASV333	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
334	ASV334	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
335	ASV335	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
336	ASV336	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hellea	balneolensis
337	ASV337	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Perspicuibacter	NA
338	ASV338	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
339	ASV339	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
340	ASV340	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
341	ASV341	Bacteria	Proteobacteria	Oceanospirillales	Alcanivoracaceae	Gammaproteobacteria	Alcanivorax	NA
342	ASV342	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS4_marine_group	NA
343	ASV343	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
344	ASV344	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
345	ASV345	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
346	ASV346	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
347	ASV347	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	OM43_clade	NA
348	ASV348	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
349	ASV349	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
350	ASV350	Bacteria	Proteobacteria	Parvibaculales	OCS116_clade	Alphaproteobacteria	NA	NA
351	ASV351	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
352	ASV352	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
353	ASV353	Bacteria	Proteobacteria	Tenderiales	Tenderiaceae	Gammaproteobacteria	Candidatus_Tenderia	NA
354	ASV354	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
355	ASV355	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
356	ASV356	Bacteria	Proteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria	Sneathiella	NA
357	ASV357	Bacteria	Proteobacteria	Rhodovibrionales	Kiloniellaceae	Alphaproteobacteria	Kiloniella	NA
358	ASV358	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
359	ASV359	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Paucibacter	NA
360	ASV360	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
361	ASV361	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Robiginitomaculum	NA
362	ASV362	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
363	ASV363	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
364	ASV364	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
365	ASV365	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Lutimonas	halocynthiae
366	ASV366	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
367	ASV367	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
368	ASV368	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
369	ASV369	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
370	ASV370	Bacteria	Verrucomicrobia	Opitutales	Puniceicoccaceae	Verrucomicrobiae	Lentimonas	NA
371	ASV371	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
372	ASV372	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
373	ASV373	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
374	ASV374	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
375	ASV375	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
376	ASV376	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
377	ASV377	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
378	ASV378	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
379	ASV379	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
380	ASV380	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
381	ASV381	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
382	ASV382	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	aliena/nigrifaciens
383	ASV383	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
384	ASV384	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
385	ASV385	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Luteolibacter	NA
386	ASV386	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Vibrio	NA
387	ASV387	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
388	ASV388	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
389	ASV389	Bacteria	Proteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria	Sneathiella	NA
390	ASV390	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
391	ASV391	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Loktanella	NA
392	ASV392	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
393	ASV393	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
394	ASV394	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
395	ASV395	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
396	ASV396	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
397	ASV397	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Joostella	marina
398	ASV398	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
399	ASV399	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	NA	NA
400	ASV400	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
401	ASV401	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	jangbogonensis
402	ASV402	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
403	ASV403	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Actimicrobium	NA
404	ASV404	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
405	ASV405	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
406	ASV406	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maritimimonas	NA
407	ASV407	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
408	ASV408	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
409	ASV409	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
410	ASV410	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	NA	NA
411	ASV411	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
412	ASV412	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fulvivirga	NA
413	ASV413	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
414	ASV414	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pibocella	NA
415	ASV415	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
416	ASV416	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
417	ASV417	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
418	ASV418	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
419	ASV419	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
420	ASV420	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Thalassotalea	NA
421	ASV421	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavirhabdus	NA
422	ASV422	Bacteria	Tenericutes	Mycoplasmatales	Mycoplasmataceae	Mollicutes	Mycoplasma	NA
423	ASV423	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
424	ASV424	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
425	ASV425	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
426	ASV426	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
427	ASV427	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
428	ASV428	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS4_marine_group	NA
429	ASV429	Bacteria	Proteobacteria	Betaproteobacteriales	Methylophilaceae	Gammaproteobacteria	Methylotenera	NA
430	ASV430	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
431	ASV431	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
432	ASV432	Bacteria	Proteobacteria	Rhodospirillales	Terasakiellaceae	Alphaproteobacteria	Terasakiella	NA
433	ASV433	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
434	ASV434	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
435	ASV435	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
436	ASV436	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfurimonas	NA
437	ASV437	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
438	ASV438	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
439	ASV439	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
440	ASV440	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
441	ASV441	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aquibacter	NA
442	ASV442	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Paracoccus	aestuarii/beibuensis/marinus/siganidrum
443	ASV443	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
444	ASV444	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
445	ASV445	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
446	ASV446	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
447	ASV447	Bacteria	Proteobacteria	Puniceispirillales	SAR116_clade	Alphaproteobacteria	NA	NA
448	ASV448	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
449	ASV449	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
